 range = 2000
 lsb = 16.40 
 delay = 50
 sample = 760
 devOffset.x = 1.50610
 devOffset.y = 0.26524
 devOffset.z = -3.16768
	x				y				z			time
   3.04878		  -0.30488		  -0.24390		106488
   0.48780		   2.13415		  -3.90244		106494
   2.68293		   0.48780		  -0.67073		106501
   1.34146		  -0.91463		   0.00000		106507
   1.21951		   1.03659		  -0.42683		106514
   1.21951		   1.03659		  -0.60976		106521
   2.31707		  -0.79268		   0.48780		106530
   2.43902		   1.52439		  -0.06098		106536
   1.70732		   0.06098		  -0.60976		106543
   2.43902		   0.54878		  -0.73171		106549
   2.07317		   1.21951		  -0.36585		106556
   1.46341		   0.30488		  -0.60976		106563
   2.62195		  -0.12195		  -0.67073		106569
   1.28049		   1.76829		   0.06098		106576
   2.50000		   0.06098		  -0.67073		106585
   2.19512		   0.85366		  -0.06098		106591
   0.73171		   0.48780		  -0.67073		106598
   2.07317		   0.54878		  -0.91463		106604
   2.56098		   0.73171		  -0.30488		106611
   1.82927		   0.54878		  -0.97561		106618
   1.95122		   0.30488		  -0.73171		106624
   2.19512		  -0.06098		  -0.73171		106631
   1.82927		   0.06098		  -4.93902		106640
   2.31707		   0.18293		  -0.60976		106646
   1.34146		   0.91463		  -0.36585		106653
   1.28049		  -0.24390		   2.80488		106659
   1.34146		   0.00000		  -4.02439		106666
   1.89024		   0.60976		   1.58537		106672
   1.95122		   0.67073		  -0.24390		106679
   1.70732		   0.24390		  -2.07317		106686
   1.89024		   0.79268		  -1.15854		106695
   2.07317		  -0.06098		  -0.30488		106701
   1.34146		  -0.18293		  -1.09756		106708
   1.58537		   0.60976		  -0.42683		106714
   2.74390		   0.36585		  -0.73171		106721
   2.43902		   0.24390		  12.92683		106728
   2.01220		   0.24390		  -0.60976		106734
   1.58537		   0.85366		   0.00000		106741
   0.97561		   0.06098		  -0.60976		106750
   1.21951		   1.28049		   1.82927		106756
   1.03659		   0.48780		  -0.60976		106763
   2.01220		   0.79268		   3.04878		106770
   2.13415		   0.67073		  -0.36585		106776
   2.07317		   0.60976		  -0.60976		106783
   1.21951		   0.00000		  -0.85366		106789
   1.52439		  -0.06098		  -0.48780		106796
   1.64634		   0.79268		  -0.54878		106805
   1.76829		   0.30488		  -3.59756		106811
   1.40244		   0.18293		  -0.60976		106818
   1.46341		   0.00000		   0.60976		106824
   1.70732		   1.21951		  -0.48780		106831
   1.58537		   0.18293		  -1.70732		106837
   1.15854		  -0.06098		  -0.36585		106844
   1.46341		   0.42683		  -0.67073		106851
   1.52439		  -0.48780		   1.89024		106860
   1.46341		   0.30488		  -0.60976		106866
   1.28049		   0.24390		  -4.87805		106873
   2.68293		   1.09756		  -0.73171		106879
   1.64634		   0.30488		  -2.50000		106886
   1.89024		   0.54878		  -0.79268		106893
   1.89024		   0.12195		  31.28049		106899
   2.07317		   0.48780		  -2.01220		106906
   2.43902		   0.36585		  -5.67073		106915
   1.52439		   0.54878		  23.96341		106921
   1.46341		   0.60976		   0.18293		106928
   1.28049		   1.34146		   0.79268		106934
   1.64634		   0.24390		  -0.73171		106941
   1.52439		   0.79268		  -0.91463		106948
   2.25610		   0.67073		  -0.79268		106954
   1.95122		   0.30488		  -3.10976		106961
   2.74390		   0.00000		  -3.71951		106970
   1.40244		   0.18293		  -4.93902		106976
   2.43902		   0.24390		  -0.73171		106983
   1.89024		  -0.12195		  -0.24390		106989
   1.82927		  -0.06098		   0.24390		106996
   1.95122		   0.12195		  -0.91463		107003
   2.25610		   0.60976		  -0.54878		107009
   1.03659		   0.30488		  -0.73171		107016
   1.34146		   1.03659		   0.12195		107025
   2.19512		   0.67073		  -0.18293		107031
   2.68293		   0.54878		   0.24390		107038
   2.13415		   1.03659		  -0.24390		107044
   1.46341		   0.48780		  -0.67073		107051
   2.19512		  -0.12195		  -0.60976		107058
   1.76829		   0.36585		  -3.10976		107064
   1.40244		   0.42683		  -2.50000		107071
   1.34146		   0.85366		  -0.30488		107080
   1.70732		   0.42683		  -5.18293		107086
   2.68293		   1.03659		  -0.54878		107093
   1.95122		   0.48780		  -0.91463		107099
   1.58537		   0.06098		  31.40244		107106
   1.28049		   0.36585		  -4.57317		107113
   2.19512		   0.24390		  -4.57317		107119
   2.31707		   0.60976		  -0.67073		107126
   1.64634		   2.07317		  -0.54878		107135
   1.21951		   0.54878		  -1.76829		107141
   1.34146		  -0.12195		  -0.54878		107148
   1.82927		   0.60976		  -0.36585		107154
   1.52439		   0.60976		  -0.54878		107161
   1.09756		   0.30488		  -5.42683		107168
   1.28049		   0.67073		  -0.06098		107174
   1.70732		   0.73171		   2.50000		107181
   0.85366		   0.54878		  -0.67073		107190
   2.56098		   0.06098		  -4.32927		107196
   0.48780		   0.30488		 -22.62195		107203
   1.52439		   0.73171		  -0.36585		107209
   2.92683		   0.73171		  -0.18293		107216
   1.76829		   1.21951		  -0.24390		107223
   2.13415		   0.60976		  -0.30488		107229
   2.19512		   1.09756		   1.52439		107236
   1.82927		   0.36585		  -5.79268		107245
   2.01220		   0.91463		   0.91463		107251
   1.34146		   0.85366		  -0.36585		107258
   1.15854		   1.09756		  -0.24390		107264
   1.58537		   0.36585		  -3.29268		107271
   2.50000		  -0.06098		  -1.09756		107278
   1.28049		   0.24390		   0.18293		107284
   1.52439		   0.42683		  -0.67073		107291
   1.82927		  -0.06098		  -0.12195		107300
   2.01220		   0.73171		   4.39024		107306
   1.58537		   0.18293		  40.97561		107313
   2.19512		   0.36585		  -5.60976		107320
   1.46341		   0.36585		  -1.95122		107326
   1.95122		   0.60976		  -0.79268		107333
   1.82927		   0.24390		  -0.67073		107339
   1.95122		  -0.12195		   2.50000		107346
   0.73171		   0.97561		  -0.79268		107355
   1.34146		   0.30488		  -0.85366		107361
   1.82927		   0.54878		  -4.51220		107368
   1.21951		   0.48780		   4.51220		107374
   2.07317		   0.48780		  -0.73171		107381
   1.52439		   0.97561		  -0.42683		107387
   1.46341		   0.12195		  -2.86585		107394
   0.67073		   0.30488		  -5.91463		107401
   1.34146		   0.85366		   1.64634		107410
   1.70732		   0.91463		  -0.73171		107416
   2.50000		   0.48780		  -4.93902		107423
   2.01220		   0.24390		  23.23171		107429
   1.15854		   0.18293		  -1.28049		107436
   1.15854		   0.54878		  -1.89024		107443
   2.50000		   0.91463		  -0.30488		107449
   1.95122		   0.36585		   0.18293		107456
   1.64634		   1.40244		  -0.67073		107465
   1.89024		   0.67073		   1.28049		107471
   1.21951		   0.97561		   3.71951		107478
   0.54878		   0.67073		  -3.10976		107484
   2.92683		   0.54878		  -0.60976		107491
   2.86585		   0.73171		  -0.42683		107498
   1.89024		   0.73171		  -0.36585		107504
   1.21951		   0.85366		   1.58537		107511
   1.76829		   0.60976		  -0.18293		107520
   1.52439		   0.30488		   0.24390		107526
   2.25610		   0.48780		  -0.79268		107533
   1.46341		   1.21951		   0.18293		107539
   2.01220		   0.36585		  -0.79268		107546
   2.19512		   0.97561		  -1.40244		107553
   1.52439		   2.01220		   2.56098		107559
   2.19512		  -0.12195		  -0.36585		107566
   1.89024		   1.09756		   0.97561		107575
   1.46341		   0.24390		  -4.02439		107581
   3.29268		   1.34146		  -0.36585		107588
   1.58537		   1.40244		   2.19512		107594
   2.31707		  -0.06098		  -1.03659		107601
   2.74390		   0.85366		  -0.18293		107608
   1.95122		   0.30488		  -0.85366		107614
   2.50000		   1.28049		  -0.42683		107621
   2.31707		   0.00000		  -0.85366		107630
   1.64634		   0.18293		  -3.29268		107636
   1.70732		   1.40244		  -0.30488		107643
   2.13415		   0.24390		  -5.79268		107649
   2.07317		   0.48780		  -0.67073		107656
   1.34146		   0.60976		  -0.36585		107663
   1.28049		   0.48780		   0.06098		107669
   2.80488		   0.12195		  -2.80488		107676
   2.25610		   0.12195		  -0.97561		107685
   1.95122		   1.34146		  -0.18293		107691
   1.95122		   0.60976		  -1.28049		107698
   2.19512		   0.54878		  -2.56098		107704
   3.47561		  -0.54878		  -0.73171		107711
   1.34146		   2.92683		  -0.36585		107718
   0.48780		  -1.21951		  -0.67073		107724
