 range = 2000
 lsb = 16.40 
 delay = 50
 sample = 380
 devOffset.x = 1.69817
 devOffset.y = 0.08232
 devOffset.z = 0.71037
      x			      y			      z	                  time
   1.58537		   0.91463		  -0.67073		1434966793
   2.01220		   1.52439		  -0.18293		1434966797
   1.95122		   0.91463		  -0.36585		1434966802
   2.56098		  -0.36585		  -0.48780		1434966807
   1.40244		   0.06098		   0.00000		1434966812
   1.21951		   1.21951		  -0.48780		1434966817
   1.03659		   0.12195		  -0.85366		1434966822
   2.62195		   0.30488		  -0.60976		1434966828
   2.92683		   0.18293		  -3.65854		1434966833
   1.58537		   0.73171		  -0.42683		1434966838
   2.13415		   0.06098		  -5.30488		1434966842
   2.19512		  -0.73171		  -0.06098		1434966847
   1.58537		   0.00000		  -0.73171		1434966852
   1.40244		   1.21951		  -0.48780		1434966857
   1.52439		   1.21951		  -0.60976		1434966862
   2.25610		  -0.30488		  -0.18293		1434966867
   1.89024		   0.48780		  -3.23171		1434966871
   2.07317		   0.73171		  -0.60976		1434966876
   2.25610		   0.42683		   0.18293		1434966881
   1.89024		  -0.48780		  -0.12195		1434966888
   1.76829		  -0.54878		  -0.36585		1434966894
   0.91463		   0.36585		  -0.60976		1434966901
   2.07317		  -0.42683		  -0.06098		1434966907
   0.60976		  -0.30488		  -0.24390		1434966914
   2.01220		  -0.06098		  -0.12195		1434966920
   1.46341		   0.18293		  -4.39024		1434966927
   1.82927		   0.54878		  -1.34146		1434966935
   1.95122		  -0.36585		  -1.40244		1434966942
   1.58537		   0.12195		  -5.60976		1434966949
   1.82927		   0.36585		  -0.73171		1434966955
   1.70732		   0.67073		  -0.73171		1434966962
   1.40244		  -0.48780		  -0.48780		1434966968
   0.97561		   0.24390		  -3.53659		1434966975
   1.40244		   0.42683		  -5.36585		1434966981
   0.79268		   0.12195		  -2.31707		1434966990
   1.89024		   0.60976		  -0.42683		1434966997
   2.25610		   0.73171		  -0.54878		1434967004
   2.19512		  -0.18293		  -0.54878		1434967010
   1.46341		   0.30488		   0.00000		1434967017
   1.95122		   0.00000		  -2.98780		1434967023
   1.28049		  -0.12195		   0.54878		1434967030
   1.34146		   0.36585		  -4.81707		1434967036
   1.15854		   0.36585		  -2.37805		1434967045
   1.46341		   0.18293		  -3.59756		1434967052
   1.82927		  -0.12195		  -0.73171		1434967059
   2.01220		  -0.36585		  -0.48780		1434967065
   2.01220		   0.42683		  -2.31707		1434967072
   1.28049		   0.73171		  -0.54878		1434967078
   2.25610		  -0.30488		  -0.48780		1434967085
   2.43902		  -0.24390		  -0.67073		1434967091
   2.31707		   0.12195		  -4.32927		1434967100
   0.67073		   0.24390		  -0.67073		1434967107
   1.15854		   0.79268		  -0.48780		1434967114
   1.34146		   0.36585		  -5.36585		1434967120
   1.89024		  -0.60976		  -0.73171		1434967127
   0.73171		  -0.60976		   0.36585		1434967133
   1.28049		   0.42683		  -5.24390		1434967140
   1.76829		   0.54878		  -2.80488		1434967146
   1.46341		   0.36585		  -4.02439		1434967155
   1.03659		   0.36585		  -0.67073		1434967162
   1.64634		   0.79268		  -0.36585		1434967169
   1.15854		   0.36585		  -2.80488		1434967175
   1.09756		   0.67073		   0.36585		1434967182
   1.58537		   0.12195		  -4.02439		1434967188
   1.89024		   0.73171		  -0.12195		1434967195
   1.46341		   0.18293		   0.00000		1434967201
   1.95122		   0.48780		  -0.79268		1434967210
   0.67073		   0.54878		   0.79268		1434967217
   1.95122		   0.36585		  -1.40244		1434967224
   1.46341		   0.24390		  37.98780		1434967230
   0.85366		  -0.54878		  -0.48780		1434967237
   1.64634		   0.36585		  -4.14634		1434967243
   1.46341		   0.36585		  -0.85366		1434967250
   1.95122		   0.06098		  -3.90244		1434967256
   1.95122		  -0.12195		  -0.06098		1434967265
   1.15854		  -0.12195		  -0.42683		1434967272
   1.64634		  -0.24390		  -0.42683		1434967279
   1.64634		   0.12195		  -0.73171		1434967285
   2.50000		   0.00000		  -5.00000		1434967292
   1.34146		   0.36585		  -0.79268		1434967298
   0.79268		   0.42683		  -4.45122		1434967305
   1.15854		   0.00000		  -2.01220		1434967311
   1.21951		   0.42683		  -3.23171		1434967320
   1.46341		  -0.18293		  -0.36585		1434967327
   1.52439		   0.18293		  -5.85366		1434967659
   1.40244		   0.24390		  -5.24390		1434967665
   1.34146		   0.85366		  -0.73171		1434967672
   2.31707		   0.48780		  -2.50000		1434967678
   0.91463		   0.97561		   1.28049		1434967685
   1.95122		   0.54878		  -4.32927		1434967693
   1.58537		  -0.06098		  -0.12195		1434967700
   1.28049		   0.06098		  -4.39024		1434967707
   1.46341		   1.03659		  -0.79268		1434967713
   2.19512		   0.54878		  -4.93902		1434967720
